Feed_ID,Feed_name,Catergory,Price(Won/kg),Concentrate(%),Forage(%),DM(%AF),NDF (%DM),Lignin (%NDF),CP (%DM),Sol-P (%CP),NPN (%Sol-P),NDICP (%CP),ADICP (%CP),Starch (%NSC),Crude fat (%DM),Crude ash (%DM),peNDF (%NDF),CHO-A (%/hr),CHO-B1 (%/hr),CHO-B2 (%/hr),CHO-C (%/hr),Protein-A (%/hr),Protein-B1 (%/hr),Protein-B2 (%/hr),Protein-B3 (%/hr),Protein-C (%/hr),ID-CHO-A (%),ID-CHO-B1 (%),ID-CHO-B2 (%),ID-CHO-C (%),ID-Protein-A (%),ID-Protein-B1 (%),ID-Protein-B2 (%),ID-Protein-B3 (%),ID-Protein-C (%),ID-Fat (%),ID-Ash (%),Methionine (%UIP),Lysine (%UIP),Arginine (%UIP),Threonine (%UIP),Leucine (%UIP),Isoleucine (%UIP),Valine (%UIP),Histidine (%UIP),Phenylalanine (%UIP),Tryptophan (%UIP),TDN (%DM),ME (Mcal/kg),NEm (Mcal/kg),NEg (Mcal/kg),RUP-3X (%CP),RUP-1X (%CP),Ca (%),P (%),Mg (%),Cl (%),K (%),0 (%),S (%),Co (mg/kg),Cu (mg/kg),I (mg/kg),Fe (mg/kg),Mn (mg/kg),Se (mg/kg),Zn (mg/kg),Vit A (1000 IU/kg),Vit D (1000 IU/kg),Vit E (IU/kg),Ca-Bio,P-Bio,Mg-Bio,Cl-Bio,K-Bio,0-Bio,S-Bio,Co-Bio,Cu-Bio,I-Bio,Fe-Bio,Mn-Bio,Se-Bio,Zn-Bio,VitA-Bio,VitD-Bio,VitE-Bio,Starch,Sugar,Lactic,Acetic,Proprionic,Butyric,Isobutyric,pH,AmmoniaCPE
732,¿¬¸Æ°ÇÃÊ,01-03-280,400,0,100,91,63,9.09,9.5,30,93,30,10,90,2.4,7.9,100,250,30,4,0,100000,135,11,0.09,0,100,75,20,0,100,100,100,80,0,95,50,0.67,2.83,2.83,2.83,5.49,2.83,3.83,1,3.5,4.5,61,2.21,1.29,0.72,38.8,33.3,0.32,0.25,0.29,0.52,1.49,0.18,0.23,0.073,4.8,0,406,99,0,45,0,0,0,0.3,0.64,0.16,0.9,0.9,0.9,1,1,0.4,0.85,0.1,0.0075,1,0.15,1,1,1,0,0,0,0,0,0,0,0,0
733,¿¬¸Æ»çÀÏ¸®Áö,3-03-296,60,0,100,36.4,58.1,16.07,12.7,50,100,30,10,53,3.12,10.1,85,10,50,5,0,100000,300,12,0.2,0,100,75,20,0,100,100,100,80,0,95,50,0.67,2.83,2.83,2.83,5.49,2.83,3.83,1,3.5,4.5,57,2.06,1.17,0.59,34.2,30.5,0.58,0.31,0.21,0,2.88,0.09,0.24,0,8,0,367,66.3,0.07,29.8,0,0,0,0.3,0.64,0.16,0.9,0.9,0.9,1,1,0.4,0.85,0.1,0.0075,1,0.15,1,1,1,0,0,0,0,0,0,0,0,0
734,¿¬¸Æ»çÀÏ¸®Áö¼öÀ×±â,,,0,100,23.43,47.75928297,12.51117069,14.46862996,45,100,27,8,70,4.908237303,20.99871959,85,10,50,6,0,100000,300,10,0.2,0,100,75,20,0,100,100,100,80,0,95,50,0.98,3,4.33,2.82,13.64,3.98,4.5,2.23,4.84,1.06,54.33034571,1.969927928,1.123543854,0.565333781,34.2,29.1,0.44,0.29,0.17,0,2.24,0.04,0.21,0,9,0,386,79.5,0,28,0,0,0,0.3,0.64,0.16,0.9,0.9,0.9,1,1,0.4,0.85,0.1,0.0075,1,0.15,,1,1,0,0,0,0,0,0,0,0,0
735,¿¬¸ÆÂ¤,1-03-283,300,0,100,92,74.4,20,4.4,20,95,75,65,5,2.2,7.8,100,250,30,4,0,100000,135,11,0.09,0,100,75,20,0,100,100,100,80,0,95,50,0.67,2.83,2.83,2.83,5.49,2.83,3.83,1,3.5,4.5,50,1.63,0.97,0.48,75.8,74.9,0.23,0.06,0.17,0.78,2.53,0.42,0.22,0,10.3,0,164,31,0,6,0,0,0,0.3,0.64,0.16,0.9,0.9,0.9,1,1,0.4,0.85,0.1,0.0075,1,0.15,1,1,1,0,0,0,0,0,0,0,0,0
736,¿°È­Ä®·ý,6-06-098,560,100,0,98,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,100000,0,0,0,0,100,75,20,0,100,100,100,80,0,95,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15,0,0.61,1.55,41.84,0.09,17.35,0,0,0,710,10,0,0,0,0,0,0.6,0.7,0.16,0.9,0.9,0.9,1,1,0.4,0.85,0.1,0.0075,1,0.15,1,1,1,0,0,0,0,0,0,0,0,0
737,¿À·»Áö¹Ú°Ç,,,100,0,86.815,23,13.04,7.308644819,27,96,53,11,90,1.935149456,5.31590163,30,350,50,9,0,100000,350,11,0.25,0,100,75,20,0,100,100,100,80,0,95,50,0.65,3,4.43,3.17,4.61,2.69,4.5,1.87,2.8,1.1,80.53988366,3.137326958,2.144070244,1.469091304,58.4,52.3,1.88,0.13,0.17,0,0.77,0.08,0.08,0.185,6.15,0,360,7,0,15,0,0,0,0.6,0.7,0.16,0.9,0.9,0.9,1,1,0.4,0.85,0.1,0.0075,1,0.15,1,1,1,0,0,0,0,0,0,0,0,0
738,¿À·»Áö¹Ú»ý,,,100,0,18.5,23,13.04,7.567567568,27,96,53,11,90,1.081081081,2.702702703,30,350,50,9,0,100000,350,11,0.25,0,100,75,20,0,100,100,100,80,0,95,50,0.65,3,4.43,3.17,4.61,2.69,4.5,1.87,2.8,1.1,82,2.97,1.99,1.2,58.4,52.3,1.88,0.13,0.17,0,0.77,0.08,0.08,0.185,6.15,0,360,7,0,15,0,0,0,0.6,0.7,0.16,0.9,0.9,0.9,1,1,0.4,0.85,0.1,0.0075,1,0.15,1,1,1,0,0,0,0,0,0,0,0,0
739,¿ÀÂ÷µå±×¶ó½º¼öÀ×±â»ý,,,0,100,20.58,53.0207321,5.559798381,20.32717849,34,4.761904762,15.89,4.7,46,5.085843861,8.786848073,60,62,28.3,13.9,0,100000,200,12,2,0,100,75,20,0,100,100,100,80,0,95,50,0.67,2.83,2.83,2.83,5.49,2.83,3.83,1,3.5,4.5,70.14504373,2.674330393,1.757683421,1.136442166,27.7,17.8,0.55,0.45,0.32,0,3.16,0,0.2,0,0,0,0,0,0,21,0,0,0,0.3,0.64,0.16,0.9,0.9,0.9,1,1,0.4,0.85,0.1,0.0075,1,0.15,1,1,1,0,0,0,0,0,0,0,0,0
740,¿ÀÂ÷µå±×¶ó½º°ÇÃÊ,1-03-428,420,0,100,93,65,11.4,8.4,25,96,31,6.1,44,3.4,10.1,100,250,30,4,0,100000,135,11,0.09,0,100,75,20,0,100,100,100,80,0,95,50,0.67,2.83,2.83,2.83,5.49,2.83,3.83,1,3.5,4.5,54,1.95,1.11,0.59,40.4,34.4,0.26,0.3,0.11,0,2.67,0.01,0,0.3,20,20,84,167,0.03,38,0,0,0,0.3,0.64,0.16,0.9,0.9,0.9,1,1,0.4,0.85,0.1,0.0075,1,0.15,1,1,1,0,0,0,0,0,0,0,0,0
741,¿ÀÂ÷µå±×¶ó½º»çÀÏ¸®Áö¼öÀ×±â»ý,,,0,100,25.1,59.3625498,7.7,15.53784861,25,96,31,5.7,44,5.976095618,9.960159363,100,250,30,4,0,100000,135,11,0.09,0,100,75,20,0,100,100,100,80,0,95,50,0.67,2.83,2.83,2.83,5.49,2.83,3.83,1,3.5,4.5,68.62948207,2.606825761,1.699571994,1.085388965,40.7,34.6,0.27,0.34,0.11,0.41,2.91,0.01,0.26,0.43,19,0,93,157,0,40,0,0,0,0.3,0.64,0.16,0.9,0.9,0.9,1,1,0.4,0.85,0.1,0.0075,1,0.15,1,1,1,0,0,0,0,0,0,0,0,0
742,¿Á±Û·çÅÙ,5-28-242,700,100,0,91,8.9,7.14,66.3,4,75,11,2,100,2.56,2.86,30,300,50,5,0,100000,150,4,0.5,0,100,75,20,0,100,100,100,80,0,95,50,2.09,1.24,3.17,2.93,16.22,4.34,5.04,2.45,6.48,0.37,89,3.22,2.05,1.32,62.4,41.2,0.07,0.61,0.15,0.07,0.48,0.06,0.9,0.085,4.76,0,159,20.6,0,61.4,0,0,0,0.6,0.7,0.16,0.9,0.9,0.9,1,1,0.4,0.85,0.1,0.0075,1,0.15,1,1,1,0,0,0,0,0,0,0,0,0
743,¿Á¼ö¼ö,4-20-698,400,100,0,88,9,2.22,9.8,11,73,15,5,98.5,4.06,1.46,60,150,15,6,0,100000,135,6,0.09,0,100,75,20,0,100,100,100,80,0,95,50,1.12,1.65,1.82,2.8,10.73,2.69,3.75,2.06,3.65,0.37,82,3.18,1.84,1.15,53.5,36.2,0.03,0.32,0.12,0.05,0.44,0.01,0.11,0.31,2.51,0.03,54.5,7.9,0.14,24.2,0,0,0,0.6,0.7,0.16,0.9,0.9,0.9,1,1,0.4,0.85,0.1,0.0075,1,0.15,1,1,1,0,0,0,0,0,0,0,0,0
744,¿Á¼ö¼ö,,,0,100,85.57125,10,2.22,8.45656405,12,73,15,5,97.5,3.995513083,1.331766648,80,200,10,4,0,100000,135,6,0.1,0,100,55,20,0,100,100,100,80,0,95,50,1.12,1.65,1.82,2.8,10.73,2.69,3.75,2.06,3.65,0.37,89.43569536,3.533555307,2.46116115,1.733346473,51.9,35,0.04,0.3,0.15,0.06,0.32,0.01,0.12,0.429,2.5,0,30,5.8,0,0,0,0,0,0.6,0.7,0.16,0.9,0.9,0.9,1,1,0.4,0.85,0.1,0.0075,1,0.15,1,1,1,0,0,0,0,0,0,0,0,0
745,¿Á¼ö¼ö°æ¿±»çÀÏ¸®Áö,,,0,100,16,61.875,5,8.75,45,100,16,4.5,80,2.5,7.5,85,10,30,4,0,100000,300,10,0.2,0,100,75,20,0,100,100,100,80,0,95,50,0.8,2.13,1.87,2.13,6.4,2.4,3.2,1.07,2.94,0.11,58.41875,2.152029544,1.293819311,0.721639595,25.9,19.9,0.52,0.31,0.31,0,1.64,0,0,0,0,0,0.049,0,0,184.5,0,0,0,0.3,0.64,0.16,0.9,0.9,0.9,1,1,0.4,0.85,0.1,0.0075,1,0.15,1,1,1,0,0,0,0,0,0,0,0,0
746,¿Á¼ö¼ö±Û·çÅÙ¹Ð(¿Á±Û·çÅÙ),,,100,0,91.8395082,8.9,7.14,67.75110884,4,75,11,2,100,1.844237543,3.105980448,30,300,50,5,0,100000,150,4,0.5,0,100,75,20,0,100,100,100,80,0,95,50,2.09,1.24,3.17,2.93,16.22,4.34,5.04,2.45,6.48,0.37,86.61840769,3.408070497,2.36183201,1.651391267,62.4,41.2,0.07,0.61,0.15,0.07,0.48,0.06,0.9,0.085,4.76,0,159,20.6,0,61.4,0,0,0,0.6,0.7,0.16,0.9,0.9,0.9,1,1,0.4,0.85,0.1,0.0075,1,0.15,1,1,1,0,0,0,0,0,0,0,0,0
747,¿Á¼ö¼ö±Û·çÅÙÇÇµå,5-28-243,300,100,0,90,36.2,2.22,23.8,49,100,8,2,100,3.91,6.9,40,300,50,5,0,100000,150,4,0.5,0,100,75,20,0,100,100,100,80,0,95,50,2.09,1.24,3.17,2.93,16.22,4.34,5.04,2.45,6.48,0.37,83,3,1.49,1.06,32.8,21.9,0.07,0.95,0.4,0.25,1.4,0.26,0.47,0.097,6.98,0.074,226,22.1,0.302,73.3,0,0,0,0.6,0.7,0.16,0.9,0.9,0.9,1,1,0.4,0.85,0.1,0.0075,1,0.15,1,1,1,0,0,0,0,0,0,0,0,0
748,¿Á¼ö¼ö´ë,,,0,100,88.47,44.98700124,10,5.686706186,20,95,31.42857143,13.57142857,10,1.186872271,13.44837098,100,250,30,5,0,100000,135,4,0.09,0,100,75,20,0,100,100,100,80,0,95,50,0.8,2.13,1.87,2.13,6.4,2.4,3.2,1.07,2.94,0.11,50.08068665,1.780643864,0.941208199,0.395693446,52.7,42.6,0.62,0.09,0,0,1.63,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0.64,0.16,0.9,0.9,0.9,1,1,0.4,0.85,0.1,0.0075,1,0.15,1,1,1,0,0,0,0,0,0,0,0,0
749,¿Á¼ö¼ö»çÀÏ¸®Áö(¿Ï¼÷±â),00-00-00,110,0,100,35,41,7,8,50,100,16.4,7.875,80,3.5,4.2,85,10,35,6,0,100000,300,15,0.25,0,100,75,20,0,100,100,100,80,0,95,50,0.8,2.13,1.87,2.13,6.4,2.4,3.2,1.07,2.94,0.11,75,2.84,1.7,1,23.6,19.1,0.31,0.27,0.22,0.18,1.22,0.03,0.12,0.097,9.2,0,180,41.1,0,21.2,0,0,0,0.3,0.64,0.16,0.9,0.9,0.9,1,1,0.4,0.85,0.1,0.0075,1,0.15,1,1,1,0,0,0,0,0,0,0,0,0
750,¿Á¼ö¼ö»çÀÏ¸®Áö(À¯¼÷±â),00-00-00,130,0,100,33,49,11,9.5,58,100,16,7,80,3,4,85,10,30,5,0,100000,300,15,0.25,0,100,75,20,0,100,100,100,80,0,95,50,0.8,2.13,1.87,2.13,6.4,2.4,3.2,1.07,2.94,0.11,62,,1.56,0.94,20.9,17.4,0.230000004,0.209999993,0.129999995,0,0.949999988,0.01,0.119999997,0.059999999,4,0,184,31,0.029999999,25,0,0,0,0.3,0.64,0.16,0.9,0.9,0.9,1,1,0.4,0.85,0.1,0.0075,1,0.15,1,1,1,0,0,0,0,0,0,0,0,0
751,¿Á¼ö¼ö»çÀÏ¸®Áö(È²¼÷±â),3-28-250,120,0,100,33,45,8,9.2,53,100,16,7,80,3.1,4,85,10,35,6,0,100000,300,15,0.25,0,100,75,20,0,100,100,100,80,0,95,50,0.8,2.13,1.87,2.13,6.4,2.4,3.2,1.07,2.94,0.11,66,2.39,1.66,0.97,22.1,18.1,0.31,0.27,0.22,0.18,1.22,0.03,0.12,0.097,9.2,0,180,41.1,0,21.2,0,0,0,0.3,0.64,0.16,0.9,0.9,0.9,1,1,0.4,0.85,0.1,0.0075,1,0.15,1,1,1,0,0,0,0,0,0,0,0,0
752,¿Á¼ö¼ö»çÀÏ¸®ÁöÀ¯¼÷±â»ý,,,0,100,20.2175,70.43402992,11.37640449,9.360702362,45,100,16,4.5,80,2.94299493,7.110176827,85,10,30,4,0,100000,300,10,0.2,0,100,75,20,0,100,100,100,80,0,95,50,0.8,2.13,1.87,2.13,6.4,2.4,3.2,1.07,2.94,0.11,55.63799308,2.02817185,1.178534937,0.61604105,25.9,19.9,0.52,0.31,0.31,0,1.64,0,0,0,0,0,0.049,0,0,184.5,0,0,0,0.3,0.64,0.16,0.9,0.9,0.9,1,1,0.4,0.85,0.1,0.0075,1,0.15,1,1,1,0,0,0,0,0,0,0,0,0
753,¿Á¼ö¼öÀüºÐ,,,0,100,86.625,10,2.22,0.582972583,12,73,15,5,97.5,0.305916306,1.916305916,80,200,10,4,0,100000,135,6,0.1,0,100,55,20,0,100,100,100,80,0,95,50,1.12,1.65,1.82,2.8,10.73,2.69,3.75,2.06,3.65,0.37,96.04571429,3.82797216,2.691129986,1.920364825,51.9,35,0.04,0.3,0.15,0.06,0.32,0.01,0.12,0.429,2.5,0,30,5.8,0,0,0,0,0,0.6,0.7,0.16,0.9,0.9,0.9,1,1,0.4,0.85,0.1,0.0075,1,0.15,1,1,1,0,0,0,0,0,0,0,0,0
754,¿ÏµÎ,,,100,0,87.92428571,55.61603328,10,26.26773035,26,23,4,3,90,1.636147984,3.169935171,30,300,30,5,0,100000,200,10,0.2,0,100,75,20,0,100,100,100,80,0,95,50,1.01,7.06,9.37,3.53,6.93,4.08,4.62,2.48,4.62,0.76,86.22858953,3.390707606,2.348014994,1.639932497,30.9,17.1,0.26,0.44,0,0,0.91,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.7,0.16,0.9,0.9,0.9,1,1,0.4,0.85,0.1,0.0075,1,0.15,1,1,1,0,0,0,0,0,0,0,0,0
755,¿ä¼Ò,,,100,0,100,0,0,281,100,100,0,0,0,0,0,0,0,0,0,0,100000,0,0,0,0,100,75,20,0,100,100,100,80,0,95,50,0,0,0,0,0,0,0,0,0,0,196.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.7,0.16,0.9,0.9,0.9,1,1,0.4,0.85,0.1,0.0075,1,0.15,1,1,1,0,0,0,0,0,0,0,0,0
756,¿ìÁö,4-00-386,1100,100,0,99,0,0,0,0,0,0,0,0,99,1,0,0,0,0,0,100000,0,0,0,0,100,75,20,0,100,100,100,80,0,95,50,0,0,0,0,0,0,0,0,0,0,177,3.62,4.75,3.51,0,0,0.57,0.06,0.06,0,0.32,0.01,0,0.57,15,0.68,482,47,0,42,0,0,0,0.6,0.7,0.16,0.9,0.9,0.9,1,1,0.4,0.85,0.1,0.0075,1,0.15,1,1,1,0,0,0,0,0,0,0,0,0
757,À²¹«,,,100,0,87.482,9.7,4.285714286,13.53421275,30,73,4,2,90,4.995313322,12.65860406,30,300,40,6,0,100000,300,12,0.35,0,100,75,90,0,100,100,100,80,0,95,50,0.98,3,4.33,2.82,13.64,3.98,4.5,2.23,4.84,1.06,85,3.07,2.091593583,1.424607648,27.3,15.1,0.07,0.33,0.11,0,0.43,0.02,0.13,0.15,7.8,0,0.004,40,0.051,30,0,0,0,0.6,0.7,0.16,0.9,0.9,0.9,1,1,0.4,0.85,0.1,0.0075,1,0.15,1,1,1,0,0,0,0,0,0,0,0,0
758,ÀÌÅ»¸®¾È¶óÀÌ±×¶ó½º¼öÀ×±â»ý,,,0,100,13.6,49.15441176,8.002991773,18.57843137,25,96,31,5.7,47,4.730392157,10.66176471,95,250,30,5,0,100000,135,11,0.09,0,100,75,20,0,100,100,100,80,0,95,50,0.67,2.83,2.83,2.83,5.49,2.83,3.83,1,3.5,4.5,71.99926471,2.756919249,1.828115688,1.197962141,42.1,35.5,0.65,0.32,0,0,1.67,0,0,0,5,0,0,74,0,19,0,0,0,0.3,0.64,0.16,0.9,0.9,0.9,1,1,0.4,0.85,0.1,0.0075,1,0.15,1,1,1,0,0,0,0,0,0,0,0,0
759,ÀÎ»êÄ®½·,6-01-780,500,100,0,100,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,100000,0,0,0,0,100,75,20,0,100,100,100,80,0,95,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,18,0.42,0,0.08,4.9,0,10,20,0,6700,200,0,60,0,0,0,0.55,0.65,0.16,0.9,0.9,0.9,1,1,0.4,0.85,0.1,0.0075,1,0.15,1,1,1,0,0,0,0,0,0,0,0,0
760,ÀÓÀÚ¹Ú(µé²¢¹¬) ,,,100,0,88.78651163,25,24,43.93234883,20,10,10,2.375979112,90,6.668091521,9.783462814,30,300,35,6,0,100000,230,11,0.2,0,100,75,20,0,100,100,100,80,0,95,50,1.95,4.31,10.7,4.22,6.8,5.37,5.76,2.52,5.25,1.63,62.91686186,2.352379944,1.475793229,0.886328822,35.3,21.8,0.430000007,0.889999986,0.660000026,0.04,1.53,0.150000006,0.430000007,0.209999993,29,0,354,42,0.910000026,0,0,0,0,0.6,0.7,0.16,0.9,0.9,0.9,1,1,0.4,0.85,0.1,0.0075,1,0.15,1,1,1,0,0,0,0,0,0,0,0,0
761,ÀüÁö´ëµÎ,5-01-614,900,100,0,92,40,15,23,40,2.5,6,6,90,17.5,5,50,300,25,6,0,100000,175,8,0.25,0,100,75,20,0,100,100,100,80,0,95,50,0.63,3.85,10.4,3.45,6.33,3.77,5.27,3.14,5.85,1.74,95,3.44,2.2,1.44,26.5,15.9,0.16,0.62,0.35,0,1.22,0.03,0.26,0,7.9,0,160,12.2,0,37.7,0,0,0,0.6,0.7,0.16,0.9,0.9,0.9,1,1,0.4,0.85,0.1,0.0075,1,0.15,1,1,1,0,0,0,0,0,0,0,0,0
762,Á¦°úºÎ»ê¹°,,,100,0,85.13,18,5.56,12.79220016,40,75,6,3,85,5.8616234,3.970398214,10,300,16,7,0,100000,100,12,0.35,0,100,75,20,0,100,100,100,80,0,95,50,1.77,3.17,4.77,4.95,7.47,4.57,4.3,1.3,4.1,1,89,3.22,2.15,1.36,25.5,15.1,0.15,0.24,0.18,1.61,0.43,1.12,0.02,1.342,12.1,0,180,71.2,0,19.5,0,0,0,0.6,0.7,0.16,0.9,0.9,0.9,1,1,0.4,0.85,0.1,0.0075,1,0.15,1,1,1,0,0,0,0,0,0,0,0,0
763,Á¦»§ºÎ»ê¹°,4-00-466,350,100,0,92,18,5.56,9,40,75,6,3,85,12.7,5,10,300,16,7,0,100000,100,12,0.35,0,100,75,20,0,100,100,100,80,0,95,50,1.77,3.17,4.77,4.95,7.47,4.57,4.3,1.3,4.1,1,89,3.22,2.15,1.36,25.5,15.1,0.15,0.24,0.18,1.61,0.43,1.12,0.02,1.342,12.1,0,180,71.2,0,19.5,0,0,0,0.6,0.7,0.16,0.9,0.9,0.9,1,1,0.4,0.85,0.1,0.0075,1,0.15,1,1,1,0,0,0,0,0,0,0,0,0
764,Á¦»§ºÎ»ê¹°,,,100,0,89.96,18,5.56,14.06921595,40,75,6,3,85,4.301911961,2.356602935,10,300,16,7,0,100000,100,12,0.35,0,100,75,20,0,100,100,100,80,0,95,50,1.77,3.17,4.77,4.95,7.47,4.57,4.3,1.3,4.1,1,89,3.22,2.15,1.36,25.5,15.1,0.15,0.24,0.18,1.61,0.43,1.12,0.02,1.342,12.1,0,180,71.2,0,19.5,0,0,0,0.6,0.7,0.16,0.9,0.9,0.9,1,1,0.4,0.85,0.1,0.0075,1,0.15,1,1,1,0,0,0,0,0,0,0,0,0
765,ÁÖÁ¤¹Ú,00-00-00,230,100,0,25,40,10,29.7,25,68,55,12,100,9.9,4,30,300,17,7,0,100000,150,6,0.5,0,100,75,20,0,100,100,100,80,0,95,50,1.2,2.06,4.15,3.12,9.07,2.78,5.24,1.82,4.2,1.64,90,3.25,1.63,1.15,62.6,53.5,0.32,1.4,0.65,0.28,1.83,0.24,0.4,0.18,83.9,0.085,560,77.6,0.4,94.8,0,0,0,0.6,0.7,0.16,0.9,0.9,0.9,1,1,0.4,0.85,0.1,0.0075,1,0.15,1,1,1,0,0,0,0,0,0,0,0,0
766,ÁÖÁ¤¹Ú°í±¸¸¶°Ç,,,100,0,88.41333333,46,9.09,19.22463753,19,89,62,21,100,4.740719995,4.994721761,30,300,17,7,0,100000,150,6,0.5,0,100,75,20,0,100,100,100,80,0,95,50,1.2,2.06,4.15,3.12,9.07,2.78,5.24,1.82,4.2,1.64,62.28499478,2.324235952,1.450551977,0.863633831,68.9,60.5,0.32,0.83,0.33,0.28,1.07,0.24,0.4,0.18,10.56,0.085,560,27.6,0.4,67.8,0,0,0,0.6,0.7,0.16,0.9,0.9,0.9,1,1,0.4,0.85,0.1,0.0075,1,0.15,1,1,1,0,0,0,0,0,0,0,0,0
767,ÁÖÁ¤¹Ú°í±¸¸¶»ý,,,100,0,11.19,46,9.09,20.46470063,19,89,62,21,100,6.970509383,5.09383378,30,300,17,7,0,100000,150,6,0.5,0,100,75,20,0,100,100,100,80,0,95,50,1.2,2.06,4.15,3.12,9.07,2.78,5.24,1.82,4.2,1.64,60.74311886,2.255559257,1.388524901,0.807659102,68.9,60.5,0.32,0.83,0.33,0.28,1.07,0.24,0.4,0.18,10.56,0.085,560,27.6,0.4,67.8,0,0,0,0.6,0.7,0.16,0.9,0.9,0.9,1,1,0.4,0.85,0.1,0.0075,1,0.15,1,1,1,0,0,0,0,0,0,0,0,0
768,ÁÖÁ¤¹Ú°í·®ÁÖ¹Ú,,,100,0,32.66,46,9.09,19.41212492,19,89,62,21,100,6.889161053,7.532149418,30,300,17,7,0,100000,150,6,0.5,0,100,75,20,0,100,100,100,80,0,95,50,1.2,2.06,4.15,3.12,9.07,2.78,5.24,1.82,4.2,1.64,88,3.18,1.58,1.12,68.9,60.5,0.32,0.83,0.33,0.28,1.07,0.24,0.4,0.18,10.56,0.085,560,27.6,0.4,67.8,0,0,0,0.6,0.7,0.16,0.9,0.9,0.9,1,1,0.4,0.85,0.1,0.0075,1,0.15,1,1,1,0,0,0,0,0,0,0,0,0
769,ÁÖÁ¤¹Ú¹Ð±â¿ï,,,100,0,89.92,46,9.09,22.62010676,19,89,62,21,100,6.928380783,2.869217082,30,300,17,7,0,100000,150,6,0.5,0,100,75,20,0,100,100,100,80,0,95,50,1.2,2.06,4.15,3.12,9.07,2.78,5.24,1.82,4.2,1.64,88,3.18,1.58,1.12,68.9,60.5,0.32,0.83,0.33,0.28,1.07,0.24,0.4,0.18,10.56,0.085,560,27.6,0.4,67.8,0,0,0,0.6,0.7,0.16,0.9,0.9,0.9,1,1,0.4,0.85,0.1,0.0075,1,0.15,1,1,1,0,0,0,0,0,0,0,0,0
770,ÁÖÁ¤¹Úº¸¸®,,,100,0,90.62,46,9.09,29.30920327,19,89,62,21,100,4.656808652,11.98410947,30,300,17,7,0,100000,150,6,0.5,0,100,75,20,0,100,100,100,80,0,95,50,1.2,2.06,4.15,3.12,9.07,2.78,5.24,1.82,4.2,1.64,53.56913485,1.936022835,1.091295826,0.535498499,68.9,60.5,0.32,0.83,0.33,0.28,1.07,0.24,0.4,0.18,10.56,0.085,560,27.6,0.4,67.8,0,0,0,0.6,0.7,0.16,0.9,0.9,0.9,1,1,0.4,0.85,0.1,0.0075,1,0.15,1,1,1,0,0,0,0,0,0,0,0,0
771,ÁÖÁ¤¹Ú¼ö¼ö°Ç,,,100,0,90.34083333,46,9.09,19.75205011,19,89,62,21,100,11.71945242,7.127895285,30,300,17,7,0,100000,150,6,0.5,0,100,75,20,0,100,100,100,80,0,95,50,1.2,2.06,4.15,3.12,9.07,2.78,5.24,1.82,4.2,1.64,91.06612238,3.606176157,2.518253124,1.780123819,68.9,60.5,0.32,0.83,0.33,0.28,1.07,0.24,0.4,0.18,10.56,0.085,560,27.6,0.4,67.8,0,0,0,0.6,0.7,0.16,0.9,0.9,0.9,1,1,0.4,0.85,0.1,0.0075,1,0.15,1,1,1,0,0,0,0,0,0,0,0,0
772,ÁÖÁ¤¹Ú½Òº¸¸®°Ç,,,100,0,86.95666667,46,9.09,29.17545137,19,89,62,21,100,8.586652356,5.427990953,30,300,17,7,0,100000,150,6,0.5,0,100,75,20,0,100,100,100,80,0,95,50,1.2,2.06,4.15,3.12,9.07,2.78,5.24,1.82,4.2,1.64,50.04445126,1.779029904,0.939628856,0.394214156,68.9,60.5,0.32,0.83,0.33,0.28,1.07,0.24,0.4,0.18,10.56,0.085,560,27.6,0.4,67.8,0,0,0,0.6,0.7,0.16,0.9,0.9,0.9,1,1,0.4,0.85,0.1,0.0075,1,0.15,1,1,1,0,0,0,0,0,0,0,0,0
773,ÁÖÁ¤¹Ú½ÒÁ¤Á¾,,,100,0,38.81,46,9.09,32.69775831,19,89,62,21,100,2.731254831,1.211028086,30,300,17,7,0,100000,150,6,0.5,0,100,75,20,0,100,100,100,80,0,95,50,1.2,2.06,4.15,3.12,9.07,2.78,5.24,1.82,4.2,1.64,88,3.18,1.58,1.12,68.9,60.5,0.32,0.83,0.33,0.28,1.07,0.24,0.4,0.18,10.56,0.085,560,27.6,0.4,67.8,0,0,0,0.6,0.7,0.16,0.9,0.9,0.9,1,1,0.4,0.85,0.1,0.0075,1,0.15,1,1,1,0,0,0,0,0,0,0,0,0
